"external_gene_id"	"description"
"Traf6"	"TNF receptor-associated factor 6 [Source:MGI Symbol;Acc:MGI:108072]"
"Tob1"	"transducer of ErbB-2.1 [Source:MGI Symbol;Acc:MGI:1349721]"
"Tubb4a"	"tubulin, beta 4A class IVA [Source:MGI Symbol;Acc:MGI:107848]"
"Ubr1"	"ubiquitin protein ligase E3 component n-recognin 1 [Source:MGI Symbol;Acc:MGI:1277977]"
"Vamp2"	"vesicle-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:1313277]"
"Vcl"	"vinculin [Source:MGI Symbol;Acc:MGI:98927]"
"Vipr2"	"vasoactive intestinal peptide receptor 2 [Source:MGI Symbol;Acc:MGI:107166]"
"Wnt2b"	"wingless related MMTV integration site 2b [Source:MGI Symbol;Acc:MGI:1261834]"
"Wnt3"	"wingless-related MMTV integration site 3 [Source:MGI Symbol;Acc:MGI:98955]"
"Wnt4"	"wingless-related MMTV integration site 4 [Source:MGI Symbol;Acc:MGI:98957]"
"Atrx"	"alpha thalassemia/mental retardation syndrome X-linked homolog (human) [Source:MGI Symbol;Acc:MGI:103067]"
"Plagl1"	"pleiomorphic adenoma gene-like 1 [Source:MGI Symbol;Acc:MGI:1100874]"
"Rnf112"	"ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]"
"Zfp60"	"zinc finger protein 60 [Source:MGI Symbol;Acc:MGI:99207]"
"Zfpm1"	"zinc finger protein, multitype 1 [Source:MGI Symbol;Acc:MGI:1095400]"
"Zic3"	"zinc finger protein of the cerebellum 3 [Source:MGI Symbol;Acc:MGI:106676]"
"Abcb7"	"ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:MGI Symbol;Acc:MGI:109533]"
"Asic1"	"acid-sensing (proton-gated) ion channel 1 [Source:MGI Symbol;Acc:MGI:1194915]"
"Chrnb1"	"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle) [Source:MGI Symbol;Acc:MGI:87890]"
"Chrng"	"cholinergic receptor, nicotinic, gamma polypeptide [Source:MGI Symbol;Acc:MGI:87895]"
"Adipoq"	"adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]"
"Actc1"	"actin, alpha, cardiac muscle 1 [Source:MGI Symbol;Acc:MGI:87905]"
"Actg2"	"actin, gamma 2, smooth muscle, enteric [Source:MGI Symbol;Acc:MGI:104589]"
"Adcy1"	"adenylate cyclase 1 [Source:MGI Symbol;Acc:MGI:99677]"
"Adh7"	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:MGI Symbol;Acc:MGI:87926]"
"Adora2a"	"adenosine A2a receptor [Source:MGI Symbol;Acc:MGI:99402]"
"Agtrap"	"angiotensin II, type I receptor-associated protein [Source:MGI Symbol;Acc:MGI:1339977]"
"Ahrr"	"aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776]"
"Amd1"	"S-adenosylmethionine decarboxylase 1 [Source:MGI Symbol;Acc:MGI:88004]"
"Anxa5"	"annexin A5 [Source:MGI Symbol;Acc:MGI:106008]"
"Aox1"	"aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035]"
"Apoe"	"apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]"
"Arhgap5"	"Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]"
"Rnd2"	"Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755]"
"Artn"	"artemin [Source:MGI Symbol;Acc:MGI:1333791]"
"Atp10a"	"ATPase, class V, type 10A [Source:MGI Symbol;Acc:MGI:1330809]"
"Bcl6"	"B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187]"
"Bex2"	"brain expressed X-linked 2 [Source:MGI Symbol;Acc:MGI:1338017]"
"Bcl2l11"	"BCL2-like 11 (apoptosis facilitator) [Source:MGI Symbol;Acc:MGI:1197519]"
"Bnip3"	"BCL2/adenovirus E1B interacting protein 3 [Source:MGI Symbol;Acc:MGI:109326]"
"Brca1"	"breast cancer 1 [Source:MGI Symbol;Acc:MGI:104537]"
"C1qb"	"complement component 1, q subcomponent, beta polypeptide [Source:MGI Symbol;Acc:MGI:88224]"
"C3"	"complement component 3 [Source:MGI Symbol;Acc:MGI:88227]"
"C3ar1"	"complement component 3a receptor 1 [Source:MGI Symbol;Acc:MGI:1097680]"
"Cacna2d3"	"calcium channel, voltage-dependent, alpha2/delta subunit 3 [Source:MGI Symbol;Acc:MGI:1338890]"
"Pdia4"	"protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]"
"Calm1"	"calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251]"
"Aspm"	"asp (abnormal spindle)-like, microcephaly associated (Drosophila) [Source:MGI Symbol;Acc:MGI:1334448]"
"Casp1"	"caspase 1 [Source:MGI Symbol;Acc:MGI:96544]"
"Casq2"	"calsequestrin 2 [Source:MGI Symbol;Acc:MGI:1309469]"
"Cbfa2t2"	"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human) [Source:MGI Symbol;Acc:MGI:1333833]"
"Ccnd2"	"cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"
"Ccng1"	"cyclin G1 [Source:MGI Symbol;Acc:MGI:102890]"
"Ccrn4l"	"CCR4 carbon catabolite repression 4-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:109382]"
"Cd24a"	"CD24a antigen [Source:MGI Symbol;Acc:MGI:88323]"
"Entpd1"	"ectonucleoside triphosphate diphosphohydrolase 1 [Source:MGI Symbol;Acc:MGI:102805]"
"Cdh4"	"cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]"
"Cdh5"	"cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]"
"Cebpg"	"CCAAT/enhancer binding protein (C/EBP), gamma [Source:MGI Symbol;Acc:MGI:104982]"
"Celsr1"	"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila) [Source:MGI Symbol;Acc:MGI:1100883]"
"Ch25h"	"cholesterol 25-hydroxylase [Source:MGI Symbol;Acc:MGI:1333869]"
"Clca1"	"chloride channel calcium activated 1 [Source:MGI Symbol;Acc:MGI:1316732]"
"Cnn1"	"calponin 1 [Source:MGI Symbol;Acc:MGI:104979]"
"Col15a1"	"collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]"
"Cplx2"	"complexin 2 [Source:MGI Symbol;Acc:MGI:104726]"
"Crhr2"	"corticotropin releasing hormone receptor 2 [Source:MGI Symbol;Acc:MGI:894312]"
"Cryab"	"crystallin, alpha B [Source:MGI Symbol;Acc:MGI:88516]"
"Ctsl"	"cathepsin L [Source:MGI Symbol;Acc:MGI:88564]"
"Cyp1b1"	"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]"
"Cd55"	"CD55 antigen [Source:MGI Symbol;Acc:MGI:104850]"
"Dct"	"dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:102563]"
"Dgat1"	"diacylglycerol O-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333825]"
"Dgcr6"	"DiGeorge syndrome critical region gene 6 [Source:MGI Symbol;Acc:MGI:1202877]"
"Dusp2"	"dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]"
"Edar"	"ectodysplasin-A receptor [Source:MGI Symbol;Acc:MGI:1343498]"
"Efnb2"	"ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]"
"Egr2"	"early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]"
"POU6F1"	"POU domain, class 6, transcription factor 1 (Pou6f1), mRNA [Source:RefSeq mRNA;Acc:NM_010127]"
"Emp1"	"epithelial membrane protein 1 [Source:MGI Symbol;Acc:MGI:107941]"
"Emr1"	"EGF-like module containing, mucin-like, hormone receptor-like sequence 1 [Source:MGI Symbol;Acc:MGI:106912]"
"Epha2"	"Eph receptor A2 [Source:MGI Symbol;Acc:MGI:95278]"
"F3"	"coagulation factor III [Source:MGI Symbol;Acc:MGI:88381]"
"Fah"	"fumarylacetoacetate hydrolase [Source:MGI Symbol;Acc:MGI:95482]"
"Fbln1"	"fibulin 1 [Source:MGI Symbol;Acc:MGI:95487]"
"Fcgr3"	"Fc receptor, IgG, low affinity III [Source:MGI Symbol;Acc:MGI:95500]"
"Fcgrt"	"Fc receptor, IgG, alpha chain transporter [Source:MGI Symbol;Acc:MGI:103017]"
"Figf"	"c-fos induced growth factor [Source:MGI Symbol;Acc:MGI:108037]"
"Fjx1"	"four jointed box 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1341907]"
"Fkbp5"	"FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]"
"Foxf2"	"forkhead box F2 [Source:MGI Symbol;Acc:MGI:1347479]"
"Fmo1"	"flavin containing monooxygenase 1 [Source:MGI Symbol;Acc:MGI:1310002]"
"Fos"	"FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]"
"Gata6"	"GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]"
"Gbp2"	"guanylate binding protein 2 [Source:MGI Symbol;Acc:MGI:102772]"
"Gda"	"guanine deaminase [Source:MGI Symbol;Acc:MGI:95678]"
"Gem"	"GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]"
"Gja1"	"gap junction protein, alpha 1 [Source:MGI Symbol;Acc:MGI:95713]"
"Glrb"	"glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]"
"Gstm1"	"glutathione S-transferase, mu 1 [Source:MGI Symbol;Acc:MGI:95860]"
"Gstt2"	"glutathione S-transferase, theta 2 [Source:MGI Symbol;Acc:MGI:106188]"
"H2-T10"	"histocompatibility 2, T region locus 10 [Source:MGI Symbol;Acc:MGI:95942]"
"H2-T22"	"histocompatibility 2, T region locus 22 [Source:MGI Symbol;Acc:MGI:95956]"
"H2-T23"	"histocompatibility 2, T region locus 23 [Source:MGI Symbol;Acc:MGI:95957]"
"Htt"	"huntingtin [Source:MGI Symbol;Acc:MGI:96067]"
"Hbegf"	"heparin-binding EGF-like growth factor [Source:MGI Symbol;Acc:MGI:96070]"
"Hmox1"	"heme oxygenase (decycling) 1 [Source:MGI Symbol;Acc:MGI:96163]"
"Nr4a1"	"nuclear receptor subfamily 4, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352454]"
"Hoxd3"	"homeobox D3 [Source:MGI Symbol;Acc:MGI:96207]"
"Hsd17b7"	"hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808]"
"Hspa1b"	"heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]"
"Hspa1a"	"heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244]"
"Hsp90aa1"	"heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]"
"Icam1"	"intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]"
"Icam2"	"intercellular adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:96394]"
"Id2"	"inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]"
"Ier2"	"immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815]"
"Ifit3"	"interferon-induced protein with tetratricopeptide repeats 3 [Source:MGI Symbol;Acc:MGI:1101055]"
"Itga4"	"integrin alpha 4 [Source:MGI Symbol;Acc:MGI:96603]"
"Jun"	"Jun oncogene [Source:MGI Symbol;Acc:MGI:96646]"
"Jund"	"Jun proto-oncogene related gene d [Source:MGI Symbol;Acc:MGI:96648]"
"Kcna1"	"potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]"
"Kcnk3"	"potassium channel, subfamily K, member 3 [Source:MGI Symbol;Acc:MGI:1100509]"
"Kdr"	"kinase insert domain protein receptor [Source:MGI Symbol;Acc:MGI:96683]"
"Kif15"	"kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]"
"Kifap3"	"kinesin-associated protein 3 [Source:MGI Symbol;Acc:MGI:107566]"
"Klf4"	"Kruppel-like factor 4 (gut) [Source:MGI Symbol;Acc:MGI:1342287]"
"Kpna2"	"karyopherin (importin) alpha 2 [Source:MGI Symbol;Acc:MGI:103561]"
"Mafb"	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]"
"Krt10"	"keratin 10 [Source:MGI Symbol;Acc:MGI:96685]"
"Laptm5"	"lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046]"
"Lhx8"	"LIM homeobox protein 8 [Source:MGI Symbol;Acc:MGI:1096343]"
"Lipg"	"lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]"
"Cd93"	"CD93 antigen [Source:MGI Symbol;Acc:MGI:106664]"
"Ly6d"	"lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]"
"Lyst"	"lysosomal trafficking regulator [Source:MGI Symbol;Acc:MGI:107448]"
"Mxd1"	"MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]"
"Cma1"	"chymase 1, mast cell [Source:MGI Symbol;Acc:MGI:96941]"
"Tpsb2"	"tryptase beta 2 [Source:MGI Symbol;Acc:MGI:96942]"
"Mpg"	"N-methylpurine-DNA glycosylase [Source:MGI Symbol;Acc:MGI:97073]"
"Msc"	"musculin [Source:MGI Symbol;Acc:MGI:1333884]"
"Msl3"	"male-specific lethal 3 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1341851]"
"Msn"	"moesin [Source:MGI Symbol;Acc:MGI:97167]"
"Myod1"	"myogenic differentiation 1 [Source:MGI Symbol;Acc:MGI:97275]"
"Neb"	"nebulin [Source:MGI Symbol;Acc:MGI:97292]"
"Nfatc2ip"	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein [Source:MGI Symbol;Acc:MGI:1329015]"
"Nfe2l2"	"nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]"
"Nnmt"	"nicotinamide N-methyltransferase [Source:MGI Symbol;Acc:MGI:1099443]"
"Notch2"	"notch 2 [Source:MGI Symbol;Acc:MGI:97364]"
"Nppc"	"natriuretic peptide type C [Source:MGI Symbol;Acc:MGI:97369]"
"Hspa4l"	"heat shock protein 4 like [Source:MGI Symbol;Acc:MGI:107422]"
"P4ha1"	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]"
"Pax7"	"paired box gene 7 [Source:MGI Symbol;Acc:MGI:97491]"
"Pck1"	"phosphoenolpyruvate carboxykinase 1, cytosolic [Source:MGI Symbol;Acc:MGI:97501]"
"Piga"	"phosphatidylinositol glycan anchor biosynthesis, class A [Source:MGI Symbol;Acc:MGI:99461]"
"Pik3c2a"	"phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1203729]"
"Plk1"	"polo-like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]"
"Sept4"	"septin 4 [Source:MGI Symbol;Acc:MGI:1270156]"
"Pole"	"polymerase (DNA directed), epsilon [Source:MGI Symbol;Acc:MGI:1196391]"
"Lgmn"	"legumain [Source:MGI Symbol;Acc:MGI:1330838]"
"Ptger3"	"prostaglandin E receptor 3 (subtype EP3) [Source:MGI Symbol;Acc:MGI:97795]"
"Ptgfrn"	"prostaglandin F2 receptor negative regulator [Source:MGI Symbol;Acc:MGI:1277114]"
"Pxn"	"paxillin [Source:MGI Symbol;Acc:MGI:108295]"
"Ranbp2"	"RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]"
"Rbm6"	"RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]"
"Rbp1"	"retinol binding protein 1, cellular [Source:MGI Symbol;Acc:MGI:97876]"
"Reln"	"reelin [Source:MGI Symbol;Acc:MGI:103022]"
"Rgs16"	"regulator of G-protein signaling 16 [Source:MGI Symbol;Acc:MGI:108407]"
"Rlim"	"ring finger protein, LIM domain interacting [Source:MGI Symbol;Acc:MGI:1342291]"
"Rorc"	"RAR-related orphan receptor gamma [Source:MGI Symbol;Acc:MGI:104856]"
"Rpl27"	"ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]"
"Rpl9"	"ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:1298373]"
"Rps18"	"ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"Rps24"	"ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147]"
"Rps7"	"ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818]"
"Saa3"	"serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223]"
"St6galnac3"	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:1341828]"
"Slc2a1"	"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]"
"Kdm5d"	"lysine (K)-specific demethylase 5D [Source:MGI Symbol;Acc:MGI:99780]"
"Snai1"	"snail homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:98330]"
"Sod3"	"superoxide dismutase 3, extracellular [Source:MGI Symbol;Acc:MGI:103181]"
"Sorl1"	"sortilin-related receptor, LDLR class A repeats-containing [Source:MGI Symbol;Acc:MGI:1202296]"
"Sox12"	"SRY-box containing gene 12 [Source:MGI Symbol;Acc:MGI:98360]"
"Stc2"	"stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731]"
"Stxbp3a"	"syntaxin binding protein 3A [Source:MGI Symbol;Acc:MGI:107362]"
"Stxbp4"	"syntaxin binding protein 4 [Source:MGI Symbol;Acc:MGI:1342296]"
"Sycp1"	"synaptonemal complex protein 1 [Source:MGI Symbol;Acc:MGI:105931]"
"Tbx4"	"T-box 4 [Source:MGI Symbol;Acc:MGI:102556]"
"Tead2"	"TEA domain family member 2 [Source:MGI Symbol;Acc:MGI:104904]"
"Tgfbr3"	"transforming growth factor, beta receptor III [Source:MGI Symbol;Acc:MGI:104637]"
"Thbs4"	"thrombospondin 4 [Source:MGI Symbol;Acc:MGI:1101779]"
"Tie1"	"tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:99906]"
"Clec3b"	"C-type lectin domain family 3, member b [Source:MGI Symbol;Acc:MGI:104540]"
"Tnnt1"	"troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]"
"Hsp90b1"	"heat shock protein 90, beta (Grp94), member 1 [Source:MGI Symbol;Acc:MGI:98817]"
"Tfrc"	"transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]"
"Trip6"	"thyroid hormone receptor interactor 6 [Source:MGI Symbol;Acc:MGI:1343458]"
"Tyr"	"tyrosinase [Source:MGI Symbol;Acc:MGI:98880]"
"Unc119"	"unc-119 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1328357]"
"Trpv2"	"transient receptor potential cation channel, subfamily V, member 2 [Source:MGI Symbol;Acc:MGI:1341836]"
"Wfs1"	"Wolfram syndrome 1 homolog (human) [Source:MGI Symbol;Acc:MGI:1328355]"
"Wnt10b"	"wingless related MMTV integration site 10b [Source:MGI Symbol;Acc:MGI:108061]"
"Xdh"	"xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]"
"Zfp14"	"zinc finger protein 14 [Source:MGI Symbol;Acc:MGI:99160]"
"Zfp36"	"zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]"
"Zfp59"	"zinc finger protein 59 [Source:MGI Symbol;Acc:MGI:99206]"
"Zfp90"	"zinc finger protein 90 [Source:MGI Symbol;Acc:MGI:104786]"
"Zyx"	"zyxin [Source:MGI Symbol;Acc:MGI:103072]"
"Aplnr"	"apelin receptor [Source:MGI Symbol;Acc:MGI:1346086]"
"Ets2"	"E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]"
"Gdf15"	"growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]"
"Ggt5"	"gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063]"
"Grem1"	"gremlin 1 [Source:MGI Symbol;Acc:MGI:1344337]"
"Grem2"	"gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1344367]"
"Impdh1"	"inosine 5'-phosphate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:96567]"
"Lamc3"	"laminin gamma 3 [Source:MGI Symbol;Acc:MGI:1344394]"
"Mid2"	"midline 2 [Source:MGI Symbol;Acc:MGI:1344333]"
"Mmp17"	"matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076]"
"Dazap2"	"DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344]"
"Rnasel"	"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]"
"Rngtt"	"RNA guanylyltransferase and 5'-phosphatase [Source:MGI Symbol;Acc:MGI:1329041]"
"Sh3bp5"	"SH3-domain binding protein 5 (BTK-associated) [Source:MGI Symbol;Acc:MGI:1344391]"
"Spry1"	"sprouty homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345139]"
"Mpdu1"	"mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]"
"Tekt2"	"tektin 2 [Source:MGI Symbol;Acc:MGI:1346335]"
"Usp18"	"ubiquitin specific peptidase 18 [Source:MGI Symbol;Acc:MGI:1344364]"
"Best1"	"bestrophin 1 [Source:MGI Symbol;Acc:MGI:1346332]"
"Angptl2"	"angiopoietin-like 2 [Source:MGI Symbol;Acc:MGI:1347002]"
"Map3k1"	"mitogen-activated protein kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346872]"
"Mapk3"	"mitogen-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:1346859]"
"Creb3l1"	"cAMP responsive element binding protein 3-like 1 [Source:MGI Symbol;Acc:MGI:1347062]"
"Rpl27a"	"ribosomal protein L27A [Source:MGI Symbol;Acc:MGI:1347076]"
"Slc27a1"	"solute carrier family 27 (fatty acid transporter), member 1 [Source:MGI Symbol;Acc:MGI:1347098]"
"Zfp260"	"zinc finger protein 260 [Source:MGI Symbol;Acc:MGI:1347071]"
"Homer1"	"homer homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1347345]"
"Ddx3y"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked [Source:MGI Symbol;Acc:MGI:1349406]"
"Eif2s3y"	"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked [Source:MGI Symbol;Acc:MGI:1349430]"
"Aifm1"	"apoptosis-inducing factor, mitochondrion-associated 1 [Source:MGI Symbol;Acc:MGI:1349419]"
"Slc9a3r1"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1 [Source:MGI Symbol;Acc:MGI:1349482]"
"Pla2g2f"	"phospholipase A2, group IIF [Source:MGI Symbol;Acc:MGI:1349661]"
"Rps3"	"ribosomal protein S3 [Source:MGI Symbol;Acc:MGI:1350917]"
"Abca1"	"ATP-binding cassette, sub-family A (ABC1), member 1 [Source:MGI Symbol;Acc:MGI:99607]"
"Actn3"	"actinin alpha 3 [Source:MGI Symbol;Acc:MGI:99678]"
"Cfd"	"complement factor D (adipsin) [Source:MGI Symbol;Acc:MGI:87931]"
"Ahr"	"aryl-hydrocarbon receptor [Source:MGI Symbol;Acc:MGI:105043]"
"Anxa8"	"annexin A8 [Source:MGI Symbol;Acc:MGI:1201374]"
"Clu"	"clusterin [Source:MGI Symbol;Acc:MGI:88423]"
"Cpe"	"carboxypeptidase E [Source:MGI Symbol;Acc:MGI:101932]"
"Cryaa"	"crystallin, alpha A [Source:MGI Symbol;Acc:MGI:88515]"
"Dsc1"	"desmocollin 1 [Source:MGI Symbol;Acc:MGI:109173]"
"Frg1"	"FSHD region gene 1 [Source:MGI Symbol;Acc:MGI:893597]"
"Gfpt1"	"glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698]"
"Hebp1"	"heme binding protein 1 [Source:MGI Symbol;Acc:MGI:1333880]"
"Hmmr"	"hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]"
"Hsph1"	"heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053]"
"Hspb1"	"heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]"
"Mc5r"	"melanocortin 5 receptor [Source:MGI Symbol;Acc:MGI:99420]"
"Mmp9"	"matrix metallopeptidase 9 [Source:MGI Symbol;Acc:MGI:97011]"
"Mx2"	"myxovirus (influenza virus) resistance 2 [Source:MGI Symbol;Acc:MGI:97244]"
"Pam"	"peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]"
"Pnp"	"purine-nucleoside phosphorylase [Source:MGI Symbol;Acc:MGI:97365]"
"Dusp1"	"dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]"
"Rps16"	"ribosomal protein S16 [Source:MGI Symbol;Acc:MGI:98118]"
"Ccl4"	"chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]"
"Sema5b"	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]"
"Irf4"	"interferon regulatory factor 4 [Source:MGI Symbol;Acc:MGI:1096873]"
"Tek"	"endothelial-specific receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]"
"Ugt1a2"	"UDP glucuronosyltransferase 1 family, polypeptide A2 [Source:MGI Symbol;Acc:MGI:3576049]"
"B9d1"	"B9 protein domain 1 [Source:MGI Symbol;Acc:MGI:1351471]"
"Podxl"	"podocalyxin-like [Source:MGI Symbol;Acc:MGI:1351317]"
"Nrk"	"Nik related kinase [Source:MGI Symbol;Acc:MGI:1351326]"
"Pald1"	"phosphatase domain containing, paladin 1 [Source:MGI Symbol;Acc:MGI:1351623]"
"Dnajb9"	"DnaJ (Hsp40) homolog, subfamily B, member 9 [Source:MGI Symbol;Acc:MGI:1351618]"
"Rps26"	"ribosomal protein S26 [Source:MGI Symbol;Acc:MGI:1351628]"
"Npas3"	"neuronal PAS domain protein 3 [Source:MGI Symbol;Acc:MGI:1351610]"
"Skp2"	"S-phase kinase-associated protein 2 (p45) [Source:MGI Symbol;Acc:MGI:1351663]"
"Cldn5"	"claudin 5 [Source:MGI Symbol;Acc:MGI:1276112]"
"Baz1a"	"bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478]"
"Hk2"	"hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197]"
"Jag1"	"jagged 1 [Source:MGI Symbol;Acc:MGI:1095416]"
"Prpf4b"	"PRP4 pre-mRNA processing factor 4 homolog B (yeast) [Source:MGI Symbol;Acc:MGI:109584]"
"Sfrp1"	"secreted frizzled-related protein 1 [Source:MGI Symbol;Acc:MGI:892014]"
"Trove2"	"TROVE domain family, member 2 [Source:MGI Symbol;Acc:MGI:106652]"
"Ror2"	"receptor tyrosine kinase-like orphan receptor 2 [Source:MGI Symbol;Acc:MGI:1347521]"
"Pde7b"	"phosphodiesterase 7B [Source:MGI Symbol;Acc:MGI:1352752]"
"Hey2"	"hairy/enhancer-of-split related with YRPW motif 2 [Source:MGI Symbol;Acc:MGI:1341884]"
